Fechas,Trimestre,Año,Mes,Día,Estación,Precios Bolsa,Precios Caja,Temp Max,Temp Min,Humedad,Precipitaciones,Masa ingreso Bolsa(T),Masa ingreso Caja(T),Incendio Forestal,Lluvias Intensas,Inundacion,Huaico,Fenomeno_Niño
2022-09-17,3,2022,septiembre,17,invierno,3.67,04.02,29,17.8,72.4,0,,,0,0,0,0,0
2022-09-18,3,2022,septiembre,18,invierno,3.67,04.02,29.2,17.8,74.1,0,170,35,0,0,0,0,0
2022-09-19,3,2022,septiembre,19,invierno,3.89,4.46,29.8,16.6,74.3,0,670,217,0,0,0,0,0
2022-09-20,3,2022,septiembre,20,invierno,4.11,4.57,29,16.8,72.1,0,63,,0,0,0,0,0
2022-09-21,3,2022,septiembre,21,primavera,4.11,4.57,29.2,17.4,68.9,0,2,,0,0,0,0,0
2022-09-22,3,2022,septiembre,22,primavera,4.11,4.46,28.4,16.2,68.6,0,518,125,0,0,0,0,0
2022-09-23,3,2022,septiembre,23,primavera,04.08,4.13,28,15.8,70.8,0,317,46,0,0,0,0,0
2022-09-24,3,2022,septiembre,24,primavera,4.11,4.18,29.8,16,69.8,0,,,0,0,0,0,0
2022-09-25,3,2022,septiembre,25,primavera,4.11,4.18,26.2,16.4,72.7,0,159,56,0,0,0,0,0
2022-09-26,3,2022,septiembre,26,primavera,4.17,4.24,28.4,14.6,71.1,0,617,173,0,0,0,0,0
2022-09-27,3,2022,septiembre,27,primavera,4.11,4.13,30.4,14.8,67.1,0,106,,0,0,0,0,0
2022-09-28,3,2022,septiembre,28,primavera,4.11,4.13,30,15.4,69.4,0,4,,0,0,0,0,0
2022-09-29,3,2022,septiembre,29,primavera,04.06,04.08,30.2,16,68,0,558,25,0,0,0,0,0
2022-09-30,3,2022,septiembre,30,primavera,3.89,04.08,29,15.8,71.6,0,414,32,0,0,0,0,0
2022-10-01,4,2022,octubre,1,primavera,3.72,3.8,29.2,16,72,0,,,0,0,0,0,0
2022-10-02,4,2022,octubre,2,primavera,3.72,3.8,28.4,16.2,71.3,0,165,29,0,0,0,0,0
2022-10-03,4,2022,octubre,3,primavera,3.83,04.02,28.4,15.8,70.9,0,693,68,0,0,0,0,0
2022-10-04,4,2022,octubre,4,primavera,04.06,4.13,28.2,16,68.9,0,29,14,0,0,0,0,0
2022-10-05,4,2022,octubre,5,primavera,04.06,4.13,29.4,15.8,69.7,0,2,,0,0,0,0,0
2022-10-06,4,2022,octubre,6,primavera,04.06,4.18,29.4,15.4,70.2,0,476,31,0,0,0,0,0
2022-10-07,4,2022,octubre,7,primavera,4.11,4.24,29.2,15.6,70.1,0,,,0,0,0,0,0
2022-10-08,4,2022,octubre,8,primavera,04.06,4.13,30.2,16.8,68.3,0,,,0,0,0,0,0
2022-10-09,4,2022,octubre,9,primavera,04.06,4.13,30,16.6,70.5,0,149,95,0,0,0,0,0
2022-10-10,4,2022,octubre,10,primavera,4.11,4.24,28.6,16,71.6,0,700,103,0,0,0,0,0
2022-10-11,4,2022,octubre,11,primavera,04.08,4.18,30.8,15.8,71.4,0,95,,0,0,0,0,0
2022-10-12,4,2022,octubre,12,primavera,04.08,4.18,28.2,16,73.6,0,10,2,0,0,0,0,0
2022-10-13,4,2022,octubre,13,primavera,04.06,04.08,29.2,16.8,67.1,0,597,38,0,0,0,0,0
2022-10-14,4,2022,octubre,14,primavera,04.03,04.08,29.8,15.6,68.5,0,418,25,0,0,0,0,0
2022-10-15,4,2022,octubre,15,primavera,4.33,4.46,27.6,16.8,68.1,0,,,0,0,0,0,0
2022-10-16,4,2022,octubre,16,primavera,4.33,4.46,29.2,16.8,70.5,0,153,60,0,0,0,0,0
2022-10-17,4,2022,octubre,17,primavera,4.5,5,29.2,16.6,68.9,0,592,163,0,0,0,0,0
2022-10-18,4,2022,octubre,18,primavera,4.5,4.89,29,16.8,67.5,0,38,13,0,0,0,0,0
2022-10-19,4,2022,octubre,19,primavera,4.5,4.89,28.2,17.2,72,0,2,1,0,0,0,0,0
2022-10-20,4,2022,octubre,20,primavera,4.5,5,29.2,16.2,73.3,0,521,,0,0,0,0,0
2022-10-21,4,2022,octubre,21,primavera,4.56,4.95,29,16.8,68.8,0,356,65,0,0,0,0,0
2022-10-22,4,2022,octubre,22,primavera,4.83,05.05,29.8,15.8,70.2,0,,,0,0,0,0,0
2022-10-23,4,2022,octubre,23,primavera,4.83,05.05,30,16.8,70.8,0,166,,0,0,0,0,0
2022-10-24,4,2022,octubre,24,primavera,4.83,5.11,27.4,17,72.9,0,752,136,0,0,0,0,0
2022-10-25,4,2022,octubre,25,primavera,4.33,4.57,29.2,17.2,68.7,0,43,,0,0,0,0,0
2022-10-26,4,2022,octubre,26,primavera,4.33,4.57,30,17,69.7,0,2,,0,0,0,0,0
2022-10-27,4,2022,octubre,27,primavera,4.39,4.67,27.2,17.6,71.5,0,592,26,0,0,0,0,0
2022-10-28,4,2022,octubre,28,primavera,4.11,4.57,29.2,16.6,71.5,0,369,31,0,0,0,0,0
2022-10-29,4,2022,octubre,29,primavera,3.72,4.13,29.8,17.6,69.1,0,,,0,0,0,0,0
2022-10-30,4,2022,octubre,30,primavera,3.72,4.13,29.2,15.4,77.3,0,104,65,0,0,0,0,0
2022-10-31,4,2022,octubre,31,primavera,3.72,4.18,28.2,17.6,71.7,0,782,147,0,0,0,0,0
2022-11-01,4,2022,noviembre,1,primavera,3.89,04.08,28.4,15.6,73.9,0,22,,0,0,0,0,0
2022-11-02,4,2022,noviembre,2,primavera,3.89,04.08,26.4,17,73.6,0,,1,0,0,0,0,0
2022-11-03,4,2022,noviembre,3,primavera,3.94,4.24,28.2,16.8,72.5,0,565,97,0,0,0,0,0
2022-11-04,4,2022,noviembre,4,primavera,3.89,04.08,29.4,17.6,70.3,0,155,2,0,0,0,0,0
2022-11-05,4,2022,noviembre,5,primavera,3.83,4.18,30.8,16.6,71.6,0,,,0,0,0,0,0
2022-11-06,4,2022,noviembre,6,primavera,3.83,4.18,29.2,17.6,73.8,0,201,,0,0,0,0,0
2022-11-07,4,2022,noviembre,7,primavera,3.94,4.24,29.2,16.2,75.7,0,884,60,0,0,0,0,0
2022-11-08,4,2022,noviembre,8,primavera,3.86,4.18,29,18.4,73.9,0,43,3,0,0,0,0,0
2022-11-09,4,2022,noviembre,9,primavera,3.86,4.18,31.2,18,71.3,0,4,,0,0,0,0,0
2022-11-10,4,2022,noviembre,10,primavera,3.83,04.08,30.4,18.4,68.6,0,736,118,0,0,0,0,0
2022-11-11,4,2022,noviembre,11,primavera,04.06,4.24,28.6,18.2,74.2,0,259,166,0,0,0,0,0
2022-11-12,4,2022,noviembre,12,primavera,4.17,4.24,26.4,18.6,73.2,0,,,0,0,0,0,0
2022-11-13,4,2022,noviembre,13,primavera,4.17,4.24,29.4,15.8,69.6,0,159,80,0,0,0,0,0
2022-11-14,4,2022,noviembre,14,primavera,4.11,4.13,28,17.2,73.6,0,1036,66,0,0,0,0,0
2022-11-15,4,2022,noviembre,15,primavera,04.06,04.08,29.4,16.2,69.6,0,61,,0,0,0,0,0
2022-11-16,4,2022,noviembre,16,primavera,04.06,04.08,31.2,18.6,70.8,0,3,,0,0,0,0,0
2022-11-17,4,2022,noviembre,17,primavera,04.08,4.13,32.4,18.8,70.2,0,651,32,0,0,0,0,0
2022-11-18,4,2022,noviembre,18,primavera,2.78,2.83,32.2,18.8,65.5,0,330,80,0,0,0,0,0
2022-11-19,4,2022,noviembre,19,primavera,2.83,2.88,30.2,17.8,74,0,,,0,0,0,0,0
2022-11-20,4,2022,noviembre,20,primavera,2.83,2.88,31.2,18.8,64.7,0,144,32,0,0,0,0,0
2022-11-21,4,2022,noviembre,21,primavera,2.83,2.88,31.4,18.4,66.6,0,793,93,0,0,0,0,0
2022-11-22,4,2022,noviembre,22,primavera,3.22,3.26,32.6,18.6,70.7,0,1,24,0,0,0,0,0
2022-11-23,4,2022,noviembre,23,primavera,3.22,3.26,32.4,18,71.8,0,1,,0,0,0,0,0
2022-11-24,4,2022,noviembre,24,primavera,3.17,3.59,33.2,18,66.3,0,313,12,0,0,0,0,0
2022-11-25,4,2022,noviembre,25,primavera,3.22,3.64,31.4,19.8,68.5,0,319,52,0,0,0,0,0
2022-11-26,4,2022,noviembre,26,primavera,3.39,3.75,30.4,20.6,70.9,0,,,0,0,0,0,0
2022-11-27,4,2022,noviembre,27,primavera,3.39,3.75,31.4,20,71,0,144,62,0,0,0,0,0
2022-11-28,4,2022,noviembre,28,primavera,3.44,3.75,29.4,20,72,0,1039,52,0,0,0,0,0
2022-11-29,4,2022,noviembre,29,primavera,3.39,3.64,30.4,20.8,66.3,0,134,37,0,0,0,0,0
2022-11-30,4,2022,noviembre,30,primavera,3.39,3.64,32.2,17.8,73.5,0,4,,0,0,0,0,0
2022-12-01,4,2022,diciembre,1,primavera,3.44,3.59,31.4,20,72.9,0,739,31,0,0,0,0,0
2022-12-02,4,2022,diciembre,2,primavera,2.56,2.93,34.6,18.8,67.2,0,483,65,0,0,0,0,0
2022-12-03,4,2022,diciembre,3,primavera,2.33,2.83,31.2,20.6,73.3,0,,,0,0,0,0,0
2022-12-04,4,2022,diciembre,4,primavera,2.33,2.83,31.8,19,68.9,0,216,33,0,0,0,0,0
2022-12-05,4,2022,diciembre,5,primavera,2.11,2.77,32.6,16.8,68.3,0,976,93,0,0,0,0,0
2022-12-06,4,2022,diciembre,6,primavera,02.08,2.45,32,16.6,66.7,0,48,,0,0,0,0,0
2022-12-07,4,2022,diciembre,7,primavera,02.08,2.45,31.2,19,71.3,0,32,,0,0,0,0,0
2022-12-08,4,2022,diciembre,8,primavera,1.94,2.34,31.6,18.8,66.5,0,694,47,0,0,0,0,0
2022-12-09,4,2022,diciembre,9,primavera,1.92,2.28,31.4,19.8,66,0,284,67,0,0,0,0,0
2022-12-10,4,2022,diciembre,10,primavera,1.94,2.28,32.4,20.2,65.2,0,,,0,0,0,0,0
2022-12-11,4,2022,diciembre,11,primavera,1.94,2.28,32.8,20.8,65.9,0,163,,0,0,0,0,0
2022-12-12,4,2022,diciembre,12,primavera,1.94,2.39,33.8,20.6,68.9,0,1091,,0,0,0,0,0
2022-12-13,4,2022,diciembre,13,primavera,1.89,2.34,32.4,21.2,73.7,0,1,,0,0,0,0,0
2022-12-14,4,2022,diciembre,14,primavera,1.89,2.34,32.2,20.8,71,0,2,,0,0,0,0,0
2022-12-15,4,2022,diciembre,15,primavera,1.86,2.28,32.2,21.8,68.8,0,280,1,0,0,0,0,0
2022-12-16,4,2022,diciembre,16,primavera,1.69,02.07,32.4,22.6,62.9,0,313,97,0,0,0,0,0
2022-12-17,4,2022,diciembre,17,primavera,1.67,1.96,32.8,21.2,67,0,,,0,0,0,0,0
2022-12-18,4,2022,diciembre,18,primavera,1.67,1.96,34.2,22.2,67.3,0,202,17,0,0,0,0,0
2022-12-19,4,2022,diciembre,19,primavera,1.69,02.01,33.6,22.2,68.1,0,1177,57,0,0,0,0,0
2022-12-20,4,2022,diciembre,20,primavera,1.72,02.07,34,21.4,64,0,27,,0,0,0,0,0
2022-12-21,4,2022,diciembre,21,verano,1.72,02.07,33.6,21.8,66.5,0,33,41,0,0,0,0,0
2022-12-22,4,2022,diciembre,22,verano,1.89,1.96,33.2,21.6,69.2,0,983,16,0,0,0,0,0
2022-12-23,4,2022,diciembre,23,verano,1.92,02.01,34,21.8,66.7,0,389,34,0,0,0,0,0
2022-12-24,4,2022,diciembre,24,verano,2.11,2.39,34.4,22.8,64.5,0.4,,,0,0,0,0,0
2022-12-25,4,2022,diciembre,25,verano,2.11,2.39,32.2,21.8,67.7,0.6,79,30,0,0,0,0,0
2022-12-26,4,2022,diciembre,26,verano,2.14,2.45,31.4,21.2,75.9,0,984,,0,0,0,0,0
2022-12-27,4,2022,diciembre,27,verano,2.17,2.5,33.2,22.8,64.9,0,100,6,0,0,0,0,0
2022-12-28,4,2022,diciembre,28,verano,2.17,2.5,33,20.8,64.6,0,4,,0,0,0,0,0
2022-12-29,4,2022,diciembre,29,verano,2.11,2.39,32.4,21.8,68.6,0,706,179,0,1,0,0,0
2022-12-30,4,2022,diciembre,30,verano,02.08,2.34,33.4,22,66.6,0,506,95,0,1,0,0,0
2022-12-31,4,2022,diciembre,31,verano,02.08,2.34,30.4,22.8,64.6,0,,,0,1,0,0,0
2023-01-01,1,2023,enero,1,verano,"2,08","2,34",33,"21,8","59,8",0,24,1,0,1,0,0,0
2023-01-02,1,2023,enero,2,verano,"2,08","2,34","33,6",22,"63,7",0,511,128,0,0,0,0,0
2023-01-03,1,2023,enero,3,verano,"2,03","2,23","33,4","20,8","62,1",0,56,23,0,1,0,0,0
2023-01-04,1,2023,enero,4,verano,"2,03","2,23","34,8","21,8","61,5",0,89,34,0,1,0,0,0
2023-01-05,1,2023,enero,5,verano,"2,00","2,17","34,2","19,6","66,1",0,366,369,0,1,0,0,0
2023-01-06,1,2023,enero,6,verano,"2,00","2,17","31,8","19,8","66,2",0,362,76,0,1,1,0,0
2023-01-07,1,2023,enero,7,verano,"2,00","2,23","31,4","19,2","68,8",0,,,0,0,1,0,0
2023-01-08,1,2023,enero,8,verano,"2,00","2,23",33,"18,2","64,1",0,,,0,0,1,0,0
2023-01-09,1,2023,enero,9,verano,"1,94","2,12","32,6","21,6","64,5",0,1131,252,0,1,1,0,0
2023-01-10,1,2023,enero,10,verano,"1,89","2,01","34,2","20,6","60,6",0,75,,0,1,1,0,0
2023-01-11,1,2023,enero,11,verano,"1,89","2,01",34,"21,8","61,2",0,3,,0,1,1,0,0
2023-01-12,1,2023,enero,12,verano,"1,92","2,07","34,2","21,8","59,7",0,610,64,0,1,1,0,0
2023-01-13,1,2023,enero,13,verano,"1,92","2,07","34,4","21,4","60,4",0,340,86,0,1,0,0,0
2023-01-14,1,2023,enero,14,verano,"1,89","2,01","34,2","21,8",58,0,,,0,1,0,0,0
2023-01-15,1,2023,enero,15,verano,"1,89","2,01",32,"21,6",62,0,124,,0,0,0,0,0
2023-01-16,1,2023,enero,16,verano,"1,86","1,96",35,"22,8","58,4",0,716,147,0,1,0,0,0
2023-01-17,1,2023,enero,17,verano,"1,86","1,96","34,8","20,2","61,5",0,5,,0,1,1,0,0
2023-01-18,1,2023,enero,18,verano,"1,86","1,96","34,2",20,"60,8",0,31,,0,1,1,0,0
2023-01-19,1,2023,enero,19,verano,"3,44","3,59",34,"19,8","65,3",0,327,,0,1,1,1,0
2023-01-20,1,2023,enero,20,verano,"5,28","5,43","34,4","22,6",61,0,19,25,0,1,1,1,0
2023-01-21,1,2023,enero,21,verano,"3,67","3,70","35,2","23,2","60,6",0,,,0,1,1,1,0
2023-01-22,1,2023,enero,22,verano,"3,67","3,70","34,4",23,"62,8",0,,,0,1,1,1,0
2023-01-23,1,2023,enero,23,verano,"3,39","3,80","35,6","22,2","61,6",0,800,93,0,1,1,1,0
2023-01-24,1,2023,enero,24,verano,"2,56","2,88","35,2","22,8","61,9",0,179,59,0,0,1,1,0
2023-01-25,1,2023,enero,25,verano,"2,50","2,77","35,4",23,"60,3",0,2,,0,1,0,0,0
2023-01-26,1,2023,enero,26,verano,"2,17","2,34","35,8","22,6","65,1",0,,,0,1,1,0,0
2023-01-27,1,2023,enero,27,verano,"2,08","2,28","36,2","23,2","68,3",0,551,70,0,0,1,1,0
2023-01-28,1,2023,enero,28,verano,"2,08","2,28","35,4",24,"60,9",0,,,0,1,1,1,0
2023-01-29,1,2023,enero,29,verano,"2,08","2,28","36,2","24,2","57,7",0,,,0,1,0,0,0
2023-01-30,1,2023,enero,30,verano,"1,92","2,17",37,24,"63,6",0,869,146,0,1,0,1,0
2023-01-31,1,2023,enero,31,verano,"1,86","2,01","36,2",24,"62,9",0,70,1,0,1,1,1,0
2023-02-01,1,2023,febrero,1,verano,"1,86","2,01","36,6","23,8","62,9",0,2,,0,1,1,0,0
2023-02-02,1,2023,febrero,2,verano,"2,06","2,17","36,2","24,6","65,1",0,819,82,0,1,1,1,0
2023-02-03,1,2023,febrero,3,verano,"2,11","2,23","35,2",24,"64,7",0,432,4,0,1,0,0,0
2023-02-04,1,2023,febrero,4,verano,"2,08","2,17","36,4","22,8","64,8",0,,,0,1,0,1,0
2023-02-05,1,2023,febrero,5,verano,"2,08","2,17","36,2","24,6","62,1",0,,,0,1,0,0,0
2023-02-06,1,2023,febrero,6,verano,"2,14","2,34","36,4","24,8","64,2",0,938,32,0,1,1,0,0
2023-02-07,1,2023,febrero,7,verano,"1,92","2,01","36,6","24,6","62,7",0,36,,0,1,1,0,0
2023-02-08,1,2023,febrero,8,verano,"1,92","2,01","35,6",24,"63,1",0,3,,0,1,1,0,0
2023-02-09,1,2023,febrero,9,verano,"1,89","1,96","36,4","24,4","65,9",0,612,121,0,1,0,0,0
2023-02-10,1,2023,febrero,10,verano,"1,86","1,90","36,2",25,"64,5",0,89,271,0,1,0,0,0
2023-02-11,1,2023,febrero,11,verano,"1,83","1,85","34,6","24,8","63,8","0,2",,,0,1,1,1,0
2023-02-12,1,2023,febrero,12,verano,"1,83","1,85","35,6",24,"66,6",0,,,0,0,1,1,0
2023-02-13,1,2023,febrero,13,verano,"1,89","1,96",34,"25,8","66,9",0,1093,3,0,1,1,1,0
2023-02-14,1,2023,febrero,14,verano,"1,86","1,90","33,8","25,8","69,8",0,43,2,0,0,1,0,0
2023-02-15,1,2023,febrero,15,verano,"1,86","1,90","34,4","26,2","73,9",0,2,4,0,1,0,0,0
2023-02-16,1,2023,febrero,16,verano,"1,89","1,96","35,2","23,8","67,7",0,799,121,0,1,0,0,0
2023-02-17,1,2023,febrero,17,verano,"1,83","1,90","38,4","24,8","66,2",0,445,83,0,1,1,0,0
2023-02-18,1,2023,febrero,18,verano,"1,83","1,85","37,2","23,8","66,4",0,,,0,1,1,0,0
2023-02-19,1,2023,febrero,19,verano,"1,83","1,85","36,6","24,8","67,1",0,167,54,0,1,1,0,0
2023-02-20,1,2023,febrero,20,verano,"1,89","1,96",36,"24,6","71,5",0,925,1,0,1,1,0,0
2023-02-21,1,2023,febrero,21,verano,"1,86","1,90","35,4","24,8","68,3",0,71,35,0,1,1,0,0
2023-02-22,1,2023,febrero,22,verano,"1,86","1,90","36,6",24,"72,2",24,3,,0,1,1,1,0
2023-02-23,1,2023,febrero,23,verano,"1,89","1,96","34,4","22,8","71,9",0,500,24,0,1,1,0,0
2023-02-24,1,2023,febrero,24,verano,"1,83","1,90","35,4","23,8","65,7",0,350,1,0,1,1,0,0
2023-02-25,1,2023,febrero,25,verano,"2,06","2,17","34,4",24,"67,2",0,,,0,1,1,1,0
2023-02-26,1,2023,febrero,26,verano,"2,06","2,17","34,2","24,8","65,1",0,184,31,0,1,0,1,0
2023-02-27,1,2023,febrero,27,verano,"2,28","2,34","36,4","23,8","63,6",0,903,38,0,1,0,1,0
2023-02-28,1,2023,febrero,28,verano,"2,33","2,39","36,4","24,8",65,0,132,,0,1,0,1,0
2023-03-01,1,2023,marzo,1,verano,"2,33","2,39","36,4","24,6","69,7",0,6,,0,1,0,0,0
2023-03-02,1,2023,marzo,2,verano,"2,39","2,45","35,4",25,"60,7",0,1059,101,0,1,1,0,0
2023-03-03,1,2023,marzo,3,verano,"2,33","2,39","36,2","24,8","59,8",0,514,48,0,1,1,0,0
2023-03-04,1,2023,marzo,4,verano,"2,28","2,34","35,4","24,2","63,6",0,,,0,1,1,1,0
2023-03-05,1,2023,marzo,5,verano,"2,28","2,34","35,2","25,4","62,6",0,164,58,0,1,1,0,0
2023-03-06,1,2023,marzo,6,verano,"2,39","2,45",35,"25,2","69,6","23,8",880,56,0,1,0,0,0
2023-03-07,1,2023,marzo,7,verano,"2,28","2,34","32,2","23,4","79,2","5,8",53,,0,1,0,0,0
2023-03-08,1,2023,marzo,8,verano,"2,28","2,34","32,8",23,"78,7",7,5,,0,1,0,0,0
2023-03-09,1,2023,marzo,9,verano,"2,33","2,45",32,25,"75,4",4,475,2,0,1,1,0,0
2023-03-10,1,2023,marzo,10,verano,"2,28","2,39","30,8","23,8","85,3","44,6",388,40,0,1,1,1,0
2023-03-11,1,2023,marzo,11,verano,"2,28","2,34","34,2",24,"73,5",0,,,0,1,1,1,0
2023-03-12,1,2023,marzo,12,verano,"2,28","2,34","32,8","25,6","76,2",0,,,0,1,1,1,0
2023-03-13,1,2023,marzo,13,verano,"6,67","7,83","33,2","25,6","76,2",0,60,,0,1,1,0,0
2023-03-14,1,2023,marzo,14,verano,"7,78","8,70","34,2","24,8","73,1",0,331,1,0,1,1,0,0
2023-03-15,1,2023,marzo,15,verano,"6,17","5,98",32,"25,4","80,1",61,816,38,0,1,1,1,0
2023-03-16,1,2023,marzo,16,verano,"4,33","4,13","33,6","23,8","71,7",0,529,,0,1,1,1,0
2023-03-17,1,2023,marzo,17,verano,"3,67","3,70","34,2",24,71,0,665,50,0,1,1,1,0
2023-03-18,1,2023,marzo,18,verano,"3,28","3,37","34,4",24,"70,2",0,,,0,1,1,0,0
2023-03-19,1,2023,marzo,19,verano,"3,28","3,37",34,"25,2",75,0,423,,0,1,0,0,0
2023-03-20,1,2023,marzo,20,verano,"2,78","2,83","34,2",25,73,0,1093,138,0,1,1,1,0
2023-03-21,1,2023,marzo,21,otoño,"2,83","2,88",35,"24,8","72,4",0,85,17,0,1,1,0,0
2023-03-22,1,2023,marzo,22,otoño,"2,83","2,88",35,"25,8","70,6","7,8",8,33,0,1,1,0,0
2023-03-23,1,2023,marzo,23,otoño,"2,78","2,83","31,8","24,8",,"20,2",730,73,0,1,1,0,0
2023-03-24,1,2023,marzo,24,otoño,"2,33","2,39","31,8",,"85,5","94,5",548,64,0,1,1,0,0
2023-03-25,1,2023,marzo,25,otoño,"2,28","2,34","32,8","23,8","74,4",0,,,0,1,1,0,0
2023-03-26,1,2023,marzo,26,otoño,"2,28","2,34","33,2","24,2","69,5",0,99,19,0,1,1,0,0
2023-03-27,1,2023,marzo,27,otoño,"2,39","2,45","32,2","24,2","73,8",0,752,78,0,1,1,0,0
2023-03-28,1,2023,marzo,28,otoño,"2,11","2,28","32,8","24,4","72,1",8,87,2,0,1,1,1,0
2023-03-29,1,2023,marzo,29,otoño,"2,11","2,28","33,6","23,6","80,1",1,1,3,0,1,1,1,0
2023-03-30,1,2023,marzo,30,otoño,"1,89","2,01","33,4","24,2","83,6","13,3",705,205,0,1,1,1,0
2023-03-31,1,2023,marzo,31,otoño,"1,86","1,96","33,4","22,4","82,9",20,516,,0,1,1,0,0
2023-04-01,2,2023,abril,1,otoño,"1,83","1,90",33,"23,6",,0,,,0,1,1,0,0
2023-04-02,2,2023,abril,2,otoño,"1,83","1,90","33,6","24,8","84,9","93,2",214,35,0,1,1,0,0
2023-04-03,2,2023,abril,3,otoño,"1,72","2,01",32,25,"86,4","20,5",735,262,0,1,1,0,0
2023-04-04,2,2023,abril,4,otoño,"1,69","1,96","32,2","24,6","87,1",1,168,53,0,1,1,1,0
2023-04-05,2,2023,abril,5,otoño,"1,69","1,96",32,"24,8","85,3",75,7,,0,1,1,1,0
2023-04-06,2,2023,abril,6,otoño,"1,72","2,01","30,6","24,4","91,6","1,5",,,0,1,1,0,0
2023-04-07,2,2023,abril,7,otoño,"2,33","2,83","31,8",24,"83,3",0,,,0,1,1,0,0
2023-04-08,2,2023,abril,8,otoño,"2,28","2,39","33,4","24,2","81,9","15,8",,,0,1,1,1,0
2023-04-09,2,2023,abril,9,otoño,"2,28","2,39","32,6","24,6","83,5","0,4",26,57,0,1,1,0,0
2023-04-10,2,2023,abril,10,otoño,"2,33","2,50",32,"24,8","84,3","21,5",922,33,0,1,0,1,0
2023-04-11,2,2023,abril,11,otoño,"2,56","2,72","30,4","24,6","88,1",5,101,4,0,1,1,0,0
2023-04-12,2,2023,abril,12,otoño,"2,56","2,72",32,"23,8","85,7","0,1",15,1,0,1,1,0,0
2023-04-13,2,2023,abril,13,otoño,"2,61","2,77","32,8",24,81,11,1206,,0,1,1,0,0
2023-04-14,2,2023,abril,14,otoño,"1,94","2,07","33,2","23,8","78,6",0,527,30,0,1,1,0,0
2023-04-15,2,2023,abril,15,otoño,"1,92","2,01",32,,,0,,,0,1,0,0,0
2023-04-16,2,2023,abril,16,otoño,"1,92","2,01","31,4","24,8",87,"13,3",200,53,0,1,1,0,0
2023-04-17,2,2023,abril,17,otoño,"1,89","1,96","32,2",24,"82,1",0,947,128,0,1,1,1,0
2023-04-18,2,2023,abril,18,otoño,"1,86","1,90",33,"24,8","74,4",0,124,13,0,1,0,0,0
2023-04-19,2,2023,abril,19,otoño,"1,86","1,90",33,"24,6","72,2","0,3",28,,0,1,0,1,0
2023-04-20,2,2023,abril,20,otoño,"1,92","2,01","32,4",24,"70,6","0,2",303,19,0,0,0,0,0
2023-04-21,2,2023,abril,21,otoño,"1,89","1,96","33,4","24,6","81,8","1,8",377,29,0,0,0,0,0
2023-04-22,2,2023,abril,22,otoño,"1,86","1,90","33,6","24,8","81,4","26,6",,,0,0,0,0,0
2023-04-23,2,2023,abril,23,otoño,"1,86","1,90","32,2","24,6","82,9","11,6",191,11,0,0,0,0,0
2023-04-24,2,2023,abril,24,otoño,"1,89","1,96","32,4","23,8","79,9",0,1137,10,0,0,0,0,0
2023-04-25,2,2023,abril,25,otoño,"1,86","1,90","32,2","24,6","78,3","11,5",134,42,0,0,0,0,0
2023-04-26,2,2023,abril,26,otoño,"1,86","1,90","32,4","23,2","79,8","7,2",20,3,0,1,1,0,0
2023-04-27,2,2023,abril,27,otoño,"1,83","1,85","32,6","23,4","80,6","0,4",928,,0,1,1,0,0
2023-04-28,2,2023,abril,28,otoño,"1,89","1,96","32,6","22,8","78,7",0,,,0,0,1,0,0
2023-04-29,2,2023,abril,29,otoño,"1,92","2,01","31,4","23,8",78,"4,4",,,0,1,1,0,0
2023-04-30,2,2023,abril,30,otoño,"1,92","2,01","33,2","23,8","79,3","1,4",,,0,0,0,0,0
2023-05-01,2,2023,mayo,1,otoño,"1,86","1,96","32,6",24,"79,8",0,813,187,0,0,0,0,0
2023-05-02,2,2023,mayo,2,otoño,"1,83","1,90","31,2","23,6","80,3",0,112,,0,0,0,0,0
2023-05-03,2,2023,mayo,3,otoño,"1,83","1,90","32,4","22,8",78,0,2,,0,0,0,0,0
2023-05-04,2,2023,mayo,4,otoño,"1,83","1,85","33,2","23,8","76,8","0,9",776,,0,0,0,0,0
2023-05-05,2,2023,mayo,5,otoño,"1,86","1,96","33,2","22,8","73,9",0,373,111,0,0,0,0,0
2023-05-06,2,2023,mayo,6,otoño,"1,89","2,01","33,6","22,8","76,2",0,,,0,1,0,0,0
2023-05-07,2,2023,mayo,7,otoño,"1,89","2,01",32,"22,6","80,7",0,198,,0,0,0,0,0
2023-05-08,2,2023,mayo,8,otoño,"1,92","2,07","32,4","22,8","82,6",0,854,305,0,0,0,0,0
2023-05-09,2,2023,mayo,9,otoño,"1,83","1,90","30,4",23,"82,2",0,79,26,0,1,0,0,0
2023-05-10,2,2023,mayo,10,otoño,"1,83","1,90","31,8","23,2","80,8",0,3,,0,0,0,0,0
2023-05-11,2,2023,mayo,11,otoño,"1,61","1,63","32,2",22,"78,4",0,500,122,0,0,0,0,0
2023-05-12,2,2023,mayo,12,otoño,"1,64","1,74","31,4","22,8","81,3",0,224,,0,0,0,0,0
2023-05-13,2,2023,mayo,13,otoño,"1,69","1,79","30,2","23,2","82,8",0,,,0,0,0,0,0
2023-05-14,2,2023,mayo,14,otoño,"1,69","1,79","32,4",23,"77,9",0,127,62,0,0,0,0,0
2023-05-15,2,2023,mayo,15,otoño,"1,64","1,68","31,2","23,8","84,5",0,841,33,0,0,0,0,0
2023-05-16,2,2023,mayo,16,otoño,"1,67","1,74","32,4","23,4","80,5",0,11,33,0,0,0,0,0
